Home Win/Loss,Home Team Streak,Away Team Streak,record_home,record_away,fg_pct_home Rolling Avg,fg_pct_away Rolling Avg,fg3_pct_home Rolling Avg,fg3_pct_away Rolling Avg,ft_pct_home Rolling Avg,ft_pct_away Rolling Avg,reb_home Rolling Avg,reb_away Rolling Avg,ast_home Rolling Avg,ast_away Rolling Avg,stl_home Rolling Avg,stl_away Rolling Avg,blk_home Rolling Avg,blk_away Rolling Avg,tov_home Rolling Avg,tov_away Rolling Avg,plus_minus_home Rolling Avg,plus_minus_away Rolling Avg
W,2.0,0.0,0.6129032258064516,0.46875,0.5422,0.4568,0.3826,0.4048,0.8228,0.8532,42.0,40.2,24.4,27.4,7.0,5.8,5.8,3.2,16.0,19.2,5.0,-11.4
W,3.0,1.0,0.65625,0.7333333333333333,0.511,0.47540000000000004,0.35459999999999997,0.3504,0.8008,0.7764,43.4,48.8,23.4,23.6,5.8,6.2,4.0,4.2,14.0,16.2,8.8,1.2
L,4.0,0.0,0.5806451612903226,0.41935483870967744,0.4666,0.44580000000000003,0.3754,0.314,0.7912,0.8310000000000001,49.8,38.4,20.6,21.0,8.6,6.8,4.2,4.0,15.0,11.0,17.0,-7.0
W,1.0,0.0,0.5625,0.25806451612903225,0.421,0.4324,0.37560000000000004,0.3376,0.7582,0.7992,48.2,48.8,20.2,24.0,7.4,7.6,3.8,5.6,13.4,11.8,6.2,-8.4
W,0.0,0.0,0.5517241379310345,0.43333333333333335,0.4586,0.4992,0.323,0.3798,0.7466,0.7624,42.8,43.4,24.6,25.0,6.2,7.0,2.0,5.4,14.2,12.4,-5.8,-0.6
L,0.0,0.0,0.7096774193548387,0.4838709677419355,0.41559999999999997,0.4742,0.2842,0.3634,0.7584,0.7774,43.6,37.2,22.0,26.0,7.0,7.6,6.6,5.8,14.0,16.0,-8.6,-2.2
W,2.0,0.0,0.41935483870967744,0.5483870967741935,0.4622,0.5105999999999999,0.3544,0.4102,0.8022,0.755,44.6,43.4,25.0,25.0,6.4,5.2,2.8,3.0,14.2,15.6,-0.6,5.4
L,0.0,0.0,0.3,0.34375,0.43079999999999996,0.4586,0.2298,0.3872,0.7622,0.8622,51.8,46.4,20.6,24.2,9.4,7.4,6.0,5.0,15.6,14.2,-3.0,6.6
L,1.0,0.0,0.5161290322580645,0.4,0.4788,0.5134000000000001,0.3784,0.364,0.8295999999999999,0.8295999999999999,41.0,38.4,26.4,26.8,5.6,6.6,4.2,3.2,13.6,15.8,-3.0,-9.2
W,5.0,0.0,0.5862068965517241,0.24242424242424243,0.49160000000000004,0.484,0.42800000000000005,0.36,0.8374,0.7948000000000001,43.0,44.4,28.0,23.4,9.8,6.2,3.6,3.0,16.4,13.6,12.8,-5.4
W,0.0,0.0,0.6,0.3333333333333333,0.49239999999999995,0.4918,0.34700000000000003,0.383,0.743,0.7176,43.0,43.2,27.4,26.2,8.2,7.4,3.4,3.6,16.8,15.6,-6.4,-0.4
W,0.0,0.0,0.5294117647058824,0.375,0.4556,0.47240000000000004,0.35419999999999996,0.373,0.6698000000000001,0.733,42.0,39.8,25.0,25.4,6.6,8.0,5.0,3.8,15.6,14.0,-2.0,-6.6
W,0.0,0.0,0.36363636363636365,0.3225806451612903,0.45519999999999994,0.4798,0.35619999999999996,0.3806,0.8404,0.7258,47.0,42.8,23.0,26.0,9.0,7.4,4.8,3.2,12.8,15.4,5.4,-3.0
W,6.0,2.0,0.6,0.5757575757575758,0.4732,0.437,0.39740000000000003,0.3902,0.8464,0.7532,44.4,49.4,27.4,21.6,8.6,6.8,4.6,3.8,14.2,16.8,14.6,9.0
W,0.0,0.0,0.6875,0.5,0.40540000000000004,0.5067999999999999,0.28759999999999997,0.3702,0.7802,0.7278,48.2,41.6,23.8,23.6,7.6,8.4,6.4,4.6,15.4,14.0,-6.4,4.0
W,3.0,0.0,0.625,0.7096774193548387,0.5624,0.496,0.4232,0.3812,0.8358000000000001,0.7572,40.8,47.6,26.8,24.0,7.0,6.6,5.6,4.0,14.8,17.2,10.2,0.6
W,0.0,0.0,0.5,0.23529411764705882,0.4686,0.47000000000000003,0.3874,0.3366,0.8772,0.7769999999999999,41.4,45.6,25.2,20.8,6.2,5.6,4.4,2.6,13.6,15.6,-3.6,-8.0
L,0.0,0.0,0.5,0.5,0.44800000000000006,0.4574,0.3484,0.3604,0.7438,0.783,40.4,40.6,24.0,25.4,9.8,7.6,2.4,5.8,13.8,15.0,2.0,-0.6
L,0.0,0.0,0.2903225806451613,0.5,0.43600000000000005,0.4436,0.2644,0.3644,0.7081999999999999,0.7734,51.8,39.8,20.4,20.2,8.4,4.4,5.2,4.4,16.6,13.4,-5.2,-0.2
L,0.0,0.0,0.5625,0.41935483870967744,0.48740000000000006,0.5174000000000001,0.4142,0.3706,0.7356,0.819,46.4,37.2,21.8,25.2,7.4,6.2,4.0,2.8,15.0,14.2,13.0,-8.6
W,2.0,0.0,0.6333333333333333,0.53125,0.517,0.5016,0.31880000000000003,0.3966,0.7278,0.736,45.2,39.8,29.0,24.4,7.0,6.2,5.4,3.2,15.6,15.8,3.6,0.6
L,1.0,0.0,0.5666666666666667,0.36363636363636365,0.48,0.491,0.3442,0.3686,0.7652,0.7496,43.8,38.4,26.4,25.2,6.0,7.8,2.4,3.8,13.2,12.2,-0.4,-5.8
L,0.0,0.0,0.59375,0.6333333333333333,0.4418,0.49139999999999995,0.3642,0.3042,0.7956,0.7196,45.4,49.6,23.8,27.2,7.8,8.0,4.8,7.8,10.0,14.2,5.8,11.4
L,0.0,0.0,0.41935483870967744,0.25,0.4896,0.43100000000000005,0.3868,0.3222,0.7734,0.7776,42.8,47.8,23.8,24.8,6.6,8.2,5.6,5.4,13.2,11.6,-4.8,-9.0
L,4.0,0.0,0.6666666666666666,0.4375,0.5096,0.45519999999999994,0.3738,0.319,0.7698,0.8392,42.0,40.4,23.6,20.8,6.0,6.4,3.2,3.4,13.0,10.2,10.6,-3.2
L,3.0,1.0,0.4375,0.6129032258064516,0.46040000000000003,0.473,0.3564,0.35940000000000005,0.7798,0.7782,43.6,43.6,24.6,26.2,7.4,8.2,3.2,4.0,15.2,16.8,1.4,-5.6
L,0.0,7.0,0.5454545454545454,0.6129032258064516,0.48840000000000006,0.4692,0.39980000000000004,0.384,0.6910000000000001,0.8695999999999999,46.2,44.0,21.4,27.4,6.4,8.8,3.8,4.0,13.4,12.8,11.2,12.0
W,0.0,0.0,0.5151515151515151,0.40625,0.45519999999999994,0.49939999999999996,0.36879999999999996,0.418,0.805,0.7632,40.0,41.4,20.8,24.6,6.0,6.2,5.2,4.0,13.6,14.2,4.0,-4.8
W,1.0,0.0,0.696969696969697,0.6875,0.40659999999999996,0.4742,0.298,0.347,0.7956,0.7492,51.6,45.6,24.0,23.0,8.4,6.4,6.4,3.2,14.8,16.2,0.0,-6.4
W,0.0,0.0,0.45454545454545453,0.6451612903225806,0.4756,0.4936,0.3976,0.3088,0.8474,0.7608,40.0,50.6,28.8,27.2,5.6,8.0,3.0,7.2,19.8,13.8,-14.0,14.2
W,3.0,0.0,0.6451612903225806,0.5757575757575758,0.5236,0.4652,0.3524,0.3646,0.6881999999999999,0.7216,45.0,43.6,29.6,24.0,7.8,6.4,4.2,4.4,16.0,11.0,5.2,3.6
L,0.0,0.0,0.4375,0.28125,0.5046,0.4434,0.3968,0.25739999999999996,0.8018000000000001,0.6971999999999999,39.2,47.4,25.0,22.4,6.2,9.0,2.2,4.0,12.6,15.0,-6.8,-9.2
W,1.0,0.0,0.625,0.5151515151515151,0.4806,0.483,0.4,0.3934,0.8097999999999999,0.7758,46.0,40.2,27.2,27.4,7.8,7.2,4.2,4.8,17.6,14.6,-0.8,1.0
L,0.0,0.0,0.22857142857142856,0.5588235294117647,0.449,0.4404,0.3012,0.38380000000000003,0.7788,0.767,43.8,46.8,19.2,23.0,7.0,5.8,1.6,5.2,15.2,17.0,-14.4,4.0
W,0.0,0.0,0.48484848484848486,0.48484848484848486,0.4572,0.5198,0.3742,0.3964,0.774,0.7278,38.4,42.0,24.0,25.6,9.8,7.2,2.6,5.4,13.0,14.0,0.4,3.8
W,0.0,1.0,0.3125,0.5428571428571428,0.4758,0.458,0.37720000000000004,0.38180000000000003,0.7325999999999999,0.7268,41.2,38.2,26.6,22.0,8.2,6.8,4.0,3.6,15.4,13.4,-7.2,-4.6
L,0.0,4.0,0.6470588235294118,0.6363636363636364,0.507,0.5574,0.3738,0.4466,0.732,0.8766,40.4,38.0,23.8,29.0,6.8,7.8,3.6,5.4,14.2,13.6,5.4,13.2
W,0.0,0.0,0.5151515151515151,0.2727272727272727,0.4702,0.45920000000000005,0.358,0.3336,0.7486,0.7746000000000001,40.4,45.6,24.0,26.6,6.2,9.0,3.2,5.2,15.2,13.8,-5.2,-6.8
W,0.0,1.0,0.42424242424242425,0.3333333333333333,0.4526,0.4934,0.3556,0.368,0.776,0.758,44.2,41.4,24.8,27.4,7.8,8.6,3.4,5.0,16.0,16.0,1.2,-3.2
L,0.0,0.0,0.45454545454545453,0.5714285714285714,0.45519999999999994,0.4716,0.3646,0.40939999999999993,0.8353999999999999,0.7774,41.6,46.0,20.8,23.8,6.8,6.8,2.4,5.4,12.6,17.8,-0.8,4.0
W,0.0,1.0,0.5,0.5151515151515151,0.4662,0.504,0.3628,0.3932,0.7478,0.8892,40.6,43.2,26.0,27.2,7.0,5.6,4.2,5.8,13.6,12.0,-4.2,6.4
W,1.0,0.0,0.47058823529411764,0.2647058823529412,0.4772,0.45920000000000005,0.3946,0.3304,0.8211999999999999,0.7898,41.0,46.0,29.6,26.4,5.8,9.0,3.2,4.8,17.4,13.8,-10.0,-5.2
L,0.0,4.0,0.5483870967741935,0.65625,0.4854,0.48919999999999997,0.3592,0.3746,0.7494,0.6694,43.6,45.6,26.0,29.2,6.0,7.8,2.0,3.6,12.4,14.8,0.8,3.2
L,0.0,0.0,0.625,0.5588235294117647,0.45620000000000005,0.46840000000000004,0.2738,0.4056,0.7408,0.7043999999999999,49.6,42.2,23.8,25.0,7.4,6.2,6.0,4.6,11.8,12.0,6.4,-0.2
L,1.0,0.0,0.38235294117647056,0.3939393939393939,0.4692,0.49160000000000004,0.3736,0.40940000000000004,0.8338000000000001,0.7882,46.6,39.4,23.4,22.4,8.6,5.0,4.0,3.6,13.8,13.2,7.2,-10.2
W,2.0,0.0,0.7058823529411765,0.30303030303030304,0.43579999999999997,0.461,0.3162,0.27999999999999997,0.818,0.7132,48.4,46.2,24.4,23.6,9.0,8.4,6.2,4.2,14.4,14.6,3.4,-5.6
W,0.0,7.0,0.38235294117647056,0.625,0.49700000000000005,0.46799999999999997,0.3338,0.385,0.7782,0.8726,41.6,42.0,23.2,25.0,7.6,7.8,3.6,3.6,11.4,12.0,-0.4,9.4
W,1.0,0.0,0.5294117647058824,0.5294117647058824,0.4488,0.5035999999999999,0.3668,0.3976,0.7798,0.712,39.6,45.4,22.0,23.6,6.4,4.6,4.8,4.6,13.2,12.6,1.8,5.2
W,1.0,0.0,0.5,0.4117647058823529,0.46340000000000003,0.5004000000000001,0.34140000000000004,0.40700000000000003,0.764,0.8076000000000001,38.6,40.0,24.4,23.0,9.8,5.0,3.0,3.0,12.2,14.2,0.6,-6.8
W,2.0,0.0,0.4857142857142857,0.5277777777777778,0.4806,0.44699999999999995,0.3588,0.36560000000000004,0.8186,0.7322,41.2,38.4,29.6,21.2,4.8,7.2,2.4,3.0,16.8,12.6,-6.6,-6.0
W,1.0,0.0,0.4,0.5714285714285714,0.503,0.4732,0.32839999999999997,0.442,0.7678,0.7375999999999999,41.0,44.6,22.8,25.6,7.0,6.4,4.8,5.8,11.8,14.8,2.4,2.4
W,0.0,0.0,0.2222222222222222,0.37142857142857144,0.4452,0.4768,0.3264,0.39039999999999997,0.7764,0.7904,43.6,43.4,21.2,24.6,7.6,8.8,2.2,4.8,15.4,12.4,-14.8,1.8
W,2.0,0.0,0.6363636363636364,0.47058823529411764,0.4768,0.5298,0.38,0.3886,0.8039999999999999,0.7444,47.0,42.2,28.4,27.2,8.2,4.8,4.2,4.8,17.2,15.2,3.8,2.8
W,0.0,0.0,0.42424242424242425,0.6666666666666666,0.5088,0.4998,0.391,0.36719999999999997,0.7696,0.7714000000000001,38.4,45.6,25.2,23.0,6.8,7.0,2.2,3.2,10.2,17.4,-5.2,-2.4
W,0.0,4.0,0.53125,0.6666666666666666,0.4862,0.48840000000000006,0.3424,0.3782,0.7478,0.6908,41.4,45.8,24.2,31.0,7.0,8.8,1.8,3.4,12.6,13.6,-0.8,8.2
L,0.0,4.0,0.5,0.6470588235294118,0.49380000000000007,0.5732,0.4046,0.5074,0.8632,0.8518000000000001,43.8,37.4,26.4,29.4,6.0,7.6,5.2,4.8,11.2,14.4,5.6,12.4
W,0.0,1.0,0.2571428571428571,0.4411764705882353,0.45640000000000003,0.4664,0.3198,0.4046,0.7592000000000001,0.7752,45.8,44.2,25.6,24.0,8.8,8.4,4.8,4.6,14.4,14.4,-5.4,4.8
W,1.0,0.0,0.5142857142857142,0.6285714285714286,0.46340000000000003,0.5022,0.3758,0.3556,0.7318,0.7304,43.8,40.2,24.8,23.4,6.4,7.2,3.8,3.8,14.2,14.6,0.0,2.6
L,0.0,0.0,0.4411764705882353,0.6060606060606061,0.45999999999999996,0.42560000000000003,0.3418,0.25220000000000004,0.8246,0.749,43.0,46.4,22.2,21.4,7.0,8.2,3.0,5.8,13.2,13.2,-2.4,-5.2
W,3.0,0.0,0.7142857142857143,0.5833333333333334,0.44699999999999995,0.4928,0.3398,0.41559999999999997,0.8272,0.7998000000000001,50.6,45.0,27.4,25.0,8.8,7.6,4.8,5.4,13.8,16.4,9.8,9.4
W,0.0,0.0,0.3235294117647059,0.5142857142857142,0.5006,0.497,0.363,0.4,0.7777999999999999,0.6836,42.0,46.6,25.6,26.4,8.8,4.2,5.2,2.8,15.6,11.4,-4.4,3.6
W,2.0,0.0,0.5428571428571428,0.29411764705882354,0.4648,0.461,0.36219999999999997,0.3216,0.805,0.7466,40.0,45.8,22.2,24.6,6.2,8.0,4.6,3.4,12.6,14.2,3.0,-8.0
L,0.0,2.0,0.3611111111111111,0.4166666666666667,0.4824,0.525,0.353,0.3388,0.7644,0.788,43.6,40.6,25.4,23.4,8.0,7.4,5.2,4.8,12.4,12.4,-2.8,7.8
W,3.0,0.0,0.6470588235294118,0.6060606060606061,0.45620000000000005,0.46900000000000003,0.3822,0.3448,0.7898,0.8855999999999999,48.4,40.0,27.4,24.6,9.0,7.2,4.0,4.6,16.8,12.2,4.8,6.0
W,3.0,1.0,0.5,0.5294117647058824,0.4593999999999999,0.4826,0.3376,0.3614,0.8124,0.768,43.2,42.0,27.8,25.4,4.8,7.0,2.6,4.6,16.0,15.8,-8.8,1.0
W,1.0,1.0,0.4411764705882353,0.24324324324324326,0.49560000000000004,0.43979999999999997,0.385,0.3588,0.7929999999999999,0.7608,42.8,45.2,23.2,22.2,6.6,7.2,4.0,2.6,10.8,16.2,0.8,-10.2
W,0.0,2.0,0.6470588235294118,0.5142857142857142,0.5122,0.4704,0.4004,0.3362,0.7392,0.7788,41.6,38.0,30.6,24.2,8.8,10.6,4.4,2.6,14.0,10.6,7.2,2.8
W,1.0,0.0,0.5454545454545454,0.5135135135135135,0.487,0.4378,0.3554,0.3628,0.7342000000000001,0.7706,41.6,42.6,24.6,21.6,7.4,6.8,2.8,3.8,12.2,12.2,-2.4,-1.8
W,0.0,0.0,0.6470588235294118,0.45714285714285713,0.4678,0.5,0.3134,0.3506,0.7454000000000001,0.7318,47.0,41.4,20.6,23.2,7.4,5.0,3.8,5.4,17.2,14.8,-8.8,-2.2
W,0.0,0.0,0.42857142857142855,0.5555555555555556,0.457,0.4638,0.33440000000000003,0.4232,0.82,0.7252,43.8,40.4,22.2,26.4,8.0,5.8,4.0,5.6,12.0,15.2,-1.8,-7.8
L,0.0,0.0,0.4857142857142857,0.4,0.471,0.507,0.374,0.3934,0.8348000000000001,0.7894,45.0,41.2,25.8,25.4,6.4,4.4,5.4,2.8,9.2,16.4,1.6,-4.4
L,1.0,3.0,0.34285714285714286,0.5555555555555556,0.492,0.4864,0.3416,0.3578,0.7647999999999999,0.7798,42.4,40.4,24.6,23.6,8.6,6.6,5.4,5.2,14.4,11.2,-6.8,8.0
L,2.0,0.0,0.45714285714285713,0.6111111111111112,0.5012,0.5212,0.39,0.40259999999999996,0.8130000000000001,0.7522,42.6,38.8,22.6,24.6,7.2,7.4,4.8,3.6,10.2,14.2,1.6,0.6
L,0.0,0.0,0.5,0.5,0.47000000000000003,0.45759999999999995,0.354,0.3428,0.7894,0.8196,43.0,37.2,23.8,23.4,6.4,10.4,3.8,2.8,12.0,10.8,2.6,-0.2
L,0.0,0.0,0.2857142857142857,0.5,0.46420000000000006,0.47800000000000004,0.3506,0.3882,0.7582,0.6822,47.2,44.8,24.2,25.0,6.4,4.0,2.8,3.0,14.6,11.6,-7.2,-5.4
L,0.0,0.0,0.42857142857142855,0.5882352941176471,0.4686,0.501,0.3814,0.3558,0.8176,0.8640000000000001,41.8,37.6,21.2,25.8,8.8,6.6,4.8,5.8,14.8,12.8,2.0,3.2
L,0.0,0.0,0.4444444444444444,0.23684210526315788,0.49260000000000004,0.434,0.3266,0.374,0.7182000000000001,0.771,39.8,43.6,23.0,23.4,6.0,7.6,5.6,2.6,14.2,16.6,-6.0,-10.0
W,0.0,4.0,0.6176470588235294,0.6571428571428571,0.45099999999999996,0.479,0.2884,0.39899999999999997,0.735,0.7926,46.4,46.8,25.8,25.2,8.0,10.0,5.6,4.6,14.4,16.6,-1.4,8.8
L,1.0,4.0,0.2777777777777778,0.6571428571428571,0.4628,0.5534,0.31779999999999997,0.5152,0.7424000000000001,0.86,45.0,39.4,27.0,29.4,9.6,6.6,5.6,6.2,15.2,13.8,-5.0,12.0
W,2.0,0.0,0.5277777777777778,0.5675675675675675,0.48979999999999996,0.5034,0.43,0.4098,0.7918,0.8054,41.4,43.4,26.4,26.4,6.6,7.2,4.8,5.2,13.0,16.2,2.4,6.4
W,1.0,2.0,0.6285714285714286,0.5588235294117647,0.46440000000000003,0.5034,0.2844,0.3626,0.7562,0.772,48.4,40.8,26.0,26.4,8.6,6.8,6.4,3.0,15.0,13.6,4.4,-1.0
L,1.0,2.0,0.6571428571428571,0.43243243243243246,0.449,0.542,0.3202,0.3432,0.7236,0.8074,51.8,43.0,20.4,25.6,6.8,6.4,4.2,6.0,17.8,15.6,-8.8,11.0
W,1.0,4.0,0.6571428571428571,0.7222222222222222,0.5408,0.4742,0.4478,0.3452,0.7737999999999999,0.8103999999999999,39.2,49.6,31.8,27.4,8.2,8.0,3.6,4.8,14.6,12.8,5.4,11.6
W,4.0,0.0,0.6666666666666666,0.3333333333333333,0.5634,0.507,0.48819999999999997,0.36160000000000003,0.8248,0.7455999999999999,40.8,43.2,29.4,25.6,7.0,7.2,5.8,5.0,14.0,13.6,14.8,-5.2
L,0.0,3.0,0.2777777777777778,0.5675675675675675,0.4464,0.512,0.3324,0.3736,0.768,0.7236,47.8,37.8,23.8,24.4,6.0,6.4,3.2,5.2,16.2,9.6,-10.0,7.2
L,0.0,0.0,0.5526315789473685,0.5135135135135135,0.5098,0.465,0.4102,0.3412,0.8160000000000001,0.8318,41.6,37.6,25.2,24.6,7.4,10.6,5.0,3.0,14.0,10.6,2.0,2.4
W,0.0,0.0,0.6,0.6388888888888888,0.5058,0.4526,0.3612,0.376,0.8234,0.7686,39.0,46.8,26.2,23.4,6.4,9.2,6.2,4.2,13.0,17.2,3.0,4.0
L,0.0,0.0,0.2702702702702703,0.4166666666666667,0.46160000000000007,0.5154,0.3134,0.3644,0.7716000000000001,0.8006,46.0,44.4,27.6,27.2,8.0,4.6,5.6,3.0,14.6,16.6,-4.2,0.2
W,0.0,0.0,0.6216216216216216,0.4444444444444444,0.4902,0.4974,0.3556,0.3982,0.717,0.8,39.8,41.2,23.8,21.4,8.2,8.4,3.8,5.2,13.8,11.0,-3.8,1.0
W,0.0,0.0,0.5135135135135135,0.5405405405405406,0.4452,0.4702,0.3624,0.4354,0.7038,0.7414,46.4,40.0,24.0,26.4,5.6,6.8,3.4,5.6,10.2,17.8,0.0,-9.0
W,0.0,0.0,0.5142857142857142,0.2564102564102564,0.4808,0.45220000000000005,0.3508,0.39580000000000004,0.7598,0.7668,44.6,44.8,25.8,24.6,5.8,7.6,4.6,3.6,16.2,15.0,-2.6,-3.6
W,0.0,2.0,0.43243243243243246,0.6666666666666666,0.4806,0.5388,0.33199999999999996,0.466,0.7474000000000001,0.8286,39.8,38.6,21.8,31.8,5.8,7.4,5.8,4.0,14.6,15.8,-7.4,5.2
W,4.0,0.0,0.5135135135135135,0.4722222222222222,0.4572,0.4638,0.348,0.3568,0.7898,0.7948000000000001,46.6,45.0,29.0,24.4,6.0,6.2,2.6,5.8,14.6,9.2,0.0,-0.4
W,3.0,1.0,0.5405405405405406,0.4444444444444444,0.5006,0.4718,0.4112,0.346,0.8086,0.8291999999999999,39.2,40.0,26.6,21.4,6.6,9.8,5.0,4.0,12.6,11.2,1.6,0.6
W,0.0,0.0,0.4166666666666667,0.7027027027027027,0.45360000000000006,0.489,0.377,0.3364,0.7718,0.8054,44.0,45.4,20.4,28.2,8.8,7.4,5.0,4.4,15.6,12.0,-2.2,10.2
W,0.0,2.0,0.6388888888888888,0.4473684210526316,0.4258,0.5362,0.2866,0.32839999999999997,0.7737999999999999,0.792,51.4,46.4,20.8,27.4,7.6,7.2,3.8,6.8,16.8,17.0,-11.8,17.2
L,0.0,0.0,0.48717948717948717,0.5428571428571428,0.4554,0.48360000000000003,0.352,0.36,0.8266,0.8220000000000001,44.2,41.0,23.0,25.4,6.2,7.0,3.4,3.4,12.8,14.4,-1.0,-5.8
W,0.0,1.0,0.35135135135135137,0.43243243243243246,0.4716,0.4784,0.3194,0.4104,0.718,0.7310000000000001,41.6,45.4,24.4,22.8,8.0,9.8,4.0,5.0,13.0,14.6,-6.4,3.8
W,1.0,0.0,0.631578947368421,0.5263157894736842,0.49820000000000003,0.461,0.3626,0.438,0.7064,0.7687999999999999,41.8,40.2,24.8,26.2,6.8,6.4,3.8,4.6,13.8,16.4,-3.2,-7.8
W,1.0,4.0,0.6111111111111112,0.5526315789473685,0.4944,0.501,0.36419999999999997,0.39580000000000004,0.8018000000000001,0.835,38.2,40.6,25.2,26.2,6.8,6.4,6.8,4.2,13.2,12.0,3.8,2.6
W,0.0,0.0,0.43243243243243246,0.5263157894736842,0.5078,0.4704,0.3446,0.329,0.8042,0.8126,46.6,39.6,27.0,24.4,4.8,10.6,3.8,2.8,16.2,10.8,2.2,5.0
L,5.0,0.0,0.5263157894736842,0.25,0.4476,0.453,0.3396,0.40780000000000005,0.7712,0.771,53.2,45.2,29.4,24.4,6.6,7.8,3.6,3.8,14.2,16.4,6.4,-4.4
L,0.0,0.0,0.5555555555555556,0.4594594594594595,0.5025999999999999,0.47519999999999996,0.3536,0.344,0.8455999999999999,0.7604,39.6,46.2,26.2,26.0,7.4,6.8,3.8,6.4,15.4,8.8,-2.6,-0.4
W,1.0,1.0,0.4473684210526316,0.5277777777777778,0.48719999999999997,0.495,0.3416,0.3548,0.7564,0.7405999999999999,39.0,44.4,22.6,26.4,6.6,8.0,5.0,5.4,13.6,16.6,-2.4,3.6
W,0.0,5.0,0.43243243243243246,0.6756756756756757,0.49959999999999993,0.5596,0.3684,0.471,0.8208,0.8098000000000001,41.4,43.4,21.0,27.2,8.8,7.6,4.8,6.4,11.6,13.6,-1.4,16.0
L,0.0,2.0,0.2631578947368421,0.6388888888888888,0.44139999999999996,0.4574,0.30419999999999997,0.2862,0.754,0.7422,47.2,49.2,26.4,25.0,7.4,8.6,6.0,7.0,14.2,15.0,-6.2,1.4
L,0.0,1.0,0.43243243243243246,0.6486486486486487,0.4726,0.4338,0.35960000000000003,0.29300000000000004,0.8039999999999999,0.8074,39.6,52.2,23.2,22.8,9.4,7.8,5.4,4.8,12.4,15.6,-2.4,-6.2
W,0.0,0.0,0.6216216216216216,0.2702702702702703,0.4654,0.4476,0.3816,0.3328,0.7636000000000001,0.7414,45.6,48.0,22.6,22.8,7.8,5.0,4.6,3.4,16.4,15.2,1.6,-9.8
W,1.0,0.0,0.5263157894736842,0.32432432432432434,0.44239999999999996,0.5028,0.3498,0.35,0.7243999999999999,0.7234,46.0,44.2,24.6,25.2,5.4,6.2,3.0,4.6,9.8,14.6,4.0,-8.4
L,0.0,0.0,0.2631578947368421,0.475,0.425,0.44420000000000004,0.3188,0.3196,0.7293999999999999,0.8155999999999999,47.6,45.0,22.2,24.0,5.6,7.0,3.2,3.4,15.2,13.8,-15.0,-3.0
W,0.0,0.0,0.6486486486486487,0.5384615384615384,0.5354,0.4952,0.46959999999999996,0.4194,0.8416,0.8358000000000001,38.0,41.8,31.4,24.0,7.4,7.8,3.4,3.4,16.2,14.8,2.0,1.0
L,1.0,2.0,0.3684210526315789,0.6486486486486487,0.4852,0.4744,0.3388,0.3,0.7398,0.747,42.4,52.2,25.8,26.8,7.0,9.6,3.8,7.4,14.2,15.2,-5.4,9.0
L,3.0,0.0,0.5789473684210527,0.6842105263157895,0.506,0.492,0.3612,0.3398,0.7222,0.8128,39.2,42.4,24.2,28.4,6.0,6.4,5.0,4.6,8.4,13.0,7.0,1.2
W,0.0,0.0,0.3157894736842105,0.2682926829268293,0.49240000000000006,0.4628,0.362,0.4024,0.7438,0.7514000000000001,43.6,44.4,24.8,23.8,5.0,7.6,3.6,3.2,15.2,14.8,-9.8,-1.6
W,1.0,0.0,0.4473684210526316,0.47368421052631576,0.509,0.4758,0.3396,0.33999999999999997,0.7891999999999999,0.7756000000000001,48.0,45.4,27.4,24.2,5.8,6.6,4.2,5.6,17.6,10.4,4.6,-4.8
L,1.0,0.0,0.631578947368421,0.6578947368421053,0.4664,0.553,0.3952,0.44820000000000004,0.7822,0.7776,45.0,41.2,21.6,26.0,7.0,7.2,4.6,7.4,16.2,13.4,-0.2,10.6
W,0.0,0.0,0.5384615384615384,0.5135135135135135,0.5114,0.48419999999999996,0.4166,0.339,0.8719999999999999,0.7548,42.4,45.0,27.8,24.2,6.0,7.8,4.8,5.8,12.0,16.2,6.0,2.8
L,0.0,2.0,0.42105263157894735,0.5384615384615384,0.4382,0.4426,0.296,0.33940000000000003,0.7974,0.6904,40.0,46.2,22.6,21.8,9.4,6.0,5.8,3.0,10.4,11.0,-5.2,6.0
L,1.0,0.0,0.6578947368421053,0.2564102564102564,0.41340000000000005,0.4426,0.2874,0.2954,0.7918,0.7686,59.0,47.0,23.6,26.4,7.0,8.0,5.4,7.0,18.2,14.0,-1.4,-8.8
W,0.0,0.0,0.42105263157894735,0.4358974358974359,0.46699999999999997,0.5114,0.41720000000000007,0.325,0.7676000000000001,0.833,42.6,47.6,22.0,26.8,9.8,7.2,4.6,6.8,12.8,17.0,2.2,12.4
W,1.0,2.0,0.6578947368421053,0.6410256410256411,0.5412,0.47359999999999997,0.4772,0.3572,0.8416,0.7516,41.4,44.0,30.2,22.4,6.2,6.8,3.8,3.8,16.0,13.8,6.8,-0.6
W,2.0,0.0,0.46153846153846156,0.525,0.48100000000000004,0.4624,0.32839999999999997,0.36,0.7722,0.8074,36.8,40.4,21.4,23.8,7.4,6.6,5.6,3.4,12.2,12.6,-0.4,-7.4
L,0.0,0.0,0.5128205128205128,0.5128205128205128,0.44420000000000004,0.4688,0.4122,0.33120000000000005,0.7859999999999999,0.8054,40.8,40.2,24.6,23.8,6.6,10.6,3.4,3.0,16.6,11.4,-7.6,3.8
L,2.0,1.0,0.6216216216216216,0.4473684210526316,0.49119999999999997,0.508,0.3496,0.3742,0.8160000000000001,0.8642,41.0,43.6,25.6,19.8,6.6,9.0,7.8,5.8,13.8,13.4,3.0,3.4
