Home Team,Away Team,Game Date,Winner,Home Win/Loss,fg_pct_home,fg3_pct_home,ft_pct_home,reb_home,ast_home,stl_home,blk_home,tov_home,plus_minus_home,fg_pct_away,fg3_pct_away,ft_pct_away,reb_away,ast_away,stl_away,blk_away,tov_away,plus_minus_away
ATL,ORL,2022-12-19,ATL,W,0.511,0.375,0.9,41.0,29.0,7.0,3.0,10.0,1,0.474,0.353,0.92,45.0,29.0,8.0,8.0,8.0,-1
HOU,SAS,2022-12-19,SAS,L,0.426,0.208,0.645,41.0,23.0,13.0,3.0,11.0,-19,0.554,0.5,0.789,46.0,30.0,6.0,6.0,19.0,19
MIN,DAL,2022-12-19,MIN,W,0.472,0.387,0.833,44.0,19.0,5.0,4.0,11.0,10,0.408,0.422,0.806,42.0,23.0,5.0,5.0,16.0,-10
OKC,POR,2022-12-19,OKC,W,0.455,0.355,0.865,39.0,20.0,7.0,5.0,12.0,2,0.5,0.432,0.81,45.0,26.0,5.0,2.0,16.0,-2
NOP,MIL,2022-12-19,MIL,L,0.424,0.4,0.708,44.0,30.0,9.0,0.0,15.0,-9,0.556,0.325,0.806,44.0,26.0,8.0,6.0,18.0,9
CLE,UTA,2022-12-19,CLE,W,0.614,0.577,0.808,45.0,24.0,5.0,4.0,23.0,23,0.387,0.294,0.739,35.0,19.0,9.0,2.0,14.0,-23
PHX,WAS,2022-12-20,WAS,L,0.461,0.406,0.789,44.0,26.0,2.0,1.0,14.0,-3,0.475,0.407,0.703,41.0,22.0,9.0,4.0,10.0,3
DET,UTA,2022-12-20,UTA,L,0.506,0.36,0.741,43.0,22.0,6.0,1.0,14.0,-15,0.505,0.435,0.632,43.0,27.0,7.0,5.0,12.0,15
NYK,GSW,2022-12-20,NYK,W,0.517,0.425,0.781,47.0,27.0,8.0,1.0,12.0,38,0.473,0.343,0.923,29.0,23.0,3.0,2.0,20.0,-38
MIA,CHI,2022-12-20,CHI,L,0.469,0.341,0.706,35.0,26.0,9.0,0.0,13.0,-10,0.548,0.419,0.833,39.0,24.0,7.0,0.0,17.0,10
DEN,MEM,2022-12-20,DEN,W,0.449,0.37,0.6,48.0,28.0,9.0,5.0,17.0,14,0.444,0.192,0.667,42.0,25.0,11.0,7.0,16.0,-14
MIN,DAL,2022-12-21,DAL,L,0.494,0.267,0.7,39.0,23.0,7.0,4.0,13.0,-5,0.453,0.333,0.852,39.0,17.0,6.0,3.0,13.0,5
BKN,GSW,2022-12-21,BKN,W,0.643,0.636,0.875,32.0,42.0,10.0,4.0,15.0,30,0.494,0.364,0.76,36.0,32.0,6.0,1.0,21.0,-30
CLE,MIL,2022-12-21,CLE,W,0.482,0.313,0.786,37.0,22.0,8.0,3.0,10.0,8,0.47,0.433,0.682,46.0,20.0,7.0,5.0,21.0,-8
NYK,TOR,2022-12-21,TOR,L,0.553,0.423,0.611,38.0,25.0,2.0,3.0,17.0,-7,0.447,0.265,0.909,38.0,17.0,7.0,4.0,5.0,7
LAC,CHA,2022-12-21,LAC,W,0.506,0.469,0.913,48.0,29.0,6.0,7.0,27.0,21,0.402,0.29,0.759,40.0,25.0,15.0,2.0,15.0,-21
SAC,LAL,2022-12-21,SAC,W,0.505,0.362,0.75,46.0,29.0,6.0,2.0,12.0,14,0.5,0.458,0.833,39.0,25.0,6.0,5.0,15.0,-14
BOS,IND,2022-12-21,IND,L,0.386,0.317,0.84,62.0,26.0,11.0,5.0,17.0,-5,0.469,0.462,0.778,47.0,27.0,10.0,3.0,14.0,5
OKC,POR,2022-12-21,OKC,W,0.468,0.333,0.84,37.0,19.0,9.0,3.0,18.0,3,0.494,0.389,0.667,36.0,29.0,9.0,5.0,20.0,-3
HOU,ORL,2022-12-21,ORL,L,0.466,0.395,0.647,49.0,22.0,6.0,4.0,17.0,-6,0.451,0.297,0.697,45.0,19.0,11.0,6.0,11.0,6
ATL,CHI,2022-12-21,CHI,L,0.429,0.378,1.0,47.0,22.0,6.0,7.0,15.0,-2,0.5,0.292,0.773,47.0,20.0,9.0,4.0,11.0,2
PHI,DET,2022-12-21,PHI,W,0.441,0.297,0.909,49.0,27.0,8.0,7.0,12.0,20,0.392,0.261,0.735,46.0,15.0,6.0,1.0,22.0,-20
NOP,SAS,2022-12-22,NOP,W,0.484,0.382,0.926,46.0,25.0,10.0,6.0,17.0,9,0.478,0.321,0.815,44.0,23.0,8.0,2.0,17.0,-9
UTA,WAS,2022-12-22,UTA,W,0.488,0.457,0.952,40.0,16.0,5.0,3.0,11.0,8,0.561,0.333,0.765,37.0,20.0,5.0,2.0,11.0,-8
ORL,SAS,2022-12-23,ORL,W,0.575,0.531,0.8,44.0,30.0,8.0,2.0,19.0,20,0.454,0.316,0.722,38.0,28.0,10.0,6.0,13.0,-20
PHI,LAC,2022-12-23,PHI,W,0.534,0.414,0.929,39.0,31.0,7.0,3.0,9.0,5,0.506,0.368,0.783,33.0,25.0,5.0,9.0,11.0,-5
BOS,MIN,2022-12-23,BOS,W,0.44,0.283,0.769,53.0,28.0,9.0,6.0,12.0,12,0.484,0.313,0.733,45.0,25.0,3.0,8.0,17.0,-12
BKN,MIL,2022-12-23,BKN,W,0.495,0.438,0.923,45.0,30.0,11.0,2.0,12.0,18,0.44,0.243,0.773,45.0,17.0,7.0,1.0,18.0,-18
ATL,DET,2022-12-23,ATL,W,0.533,0.353,0.833,48.0,30.0,10.0,8.0,8.0,25,0.411,0.273,0.759,43.0,17.0,7.0,3.0,14.0,-25
MIA,IND,2022-12-23,IND,L,0.432,0.394,0.929,38.0,23.0,7.0,3.0,10.0,-3,0.482,0.447,0.714,43.0,26.0,5.0,6.0,16.0,3
HOU,DAL,2022-12-23,DAL,L,0.457,0.308,0.857,45.0,26.0,9.0,3.0,15.0,-6,0.45,0.364,0.889,34.0,20.0,10.0,7.0,14.0,6
NYK,CHI,2022-12-23,CHI,L,0.5,0.457,0.577,47.0,23.0,2.0,4.0,10.0,-1,0.484,0.452,0.778,41.0,24.0,6.0,4.0,4.0,1
DEN,POR,2022-12-23,DEN,W,0.58,0.476,0.615,38.0,31.0,9.0,2.0,11.0,13,0.448,0.257,0.769,43.0,24.0,5.0,3.0,14.0,-13
SAC,WAS,2022-12-23,WAS,L,0.44,0.313,0.771,47.0,19.0,5.0,2.0,13.0,-14,0.557,0.313,0.708,40.0,30.0,9.0,4.0,10.0,14
PHX,MEM,2022-12-23,MEM,L,0.437,0.257,0.577,35.0,23.0,6.0,5.0,15.0,-25,0.495,0.304,0.737,53.0,30.0,11.0,5.0,12.0,25
LAL,CHA,2022-12-23,CHA,L,0.522,0.432,0.682,42.0,27.0,5.0,1.0,17.0,-4,0.553,0.39,0.778,41.0,30.0,11.0,5.0,16.0,4
CLE,TOR,2022-12-23,TOR,L,0.513,0.333,0.6,35.0,27.0,9.0,4.0,15.0,-11,0.5,0.514,0.833,45.0,25.0,10.0,2.0,19.0,11
OKC,NOP,2022-12-23,NOP,L,0.461,0.371,0.72,47.0,27.0,9.0,5.0,18.0,-3,0.436,0.351,0.825,55.0,30.0,10.0,4.0,21.0,3
NYK,PHI,2022-12-25,PHI,L,0.478,0.375,0.824,46.0,30.0,4.0,6.0,8.0,-7,0.506,0.462,0.793,32.0,22.0,5.0,2.0,8.0,7
DAL,LAL,2022-12-25,DAL,W,0.524,0.409,0.72,38.0,31.0,6.0,3.0,11.0,9,0.488,0.321,0.875,35.0,18.0,5.0,2.0,10.0,-9
BOS,MIL,2022-12-25,BOS,W,0.588,0.487,0.8,35.0,29.0,9.0,1.0,12.0,21,0.5,0.361,0.778,39.0,22.0,8.0,1.0,15.0,-21
GSW,MEM,2022-12-25,GSW,W,0.473,0.409,0.731,51.0,31.0,6.0,5.0,12.0,14,0.415,0.231,0.733,44.0,19.0,5.0,6.0,13.0,-14
DEN,PHX,2022-12-25,DEN,W,0.479,0.361,0.735,48.0,29.0,8.0,4.0,13.0,3,0.479,0.486,0.692,46.0,32.0,7.0,9.0,14.0,-3
CHI,HOU,2022-12-26,HOU,L,0.489,0.371,0.714,35.0,27.0,6.0,2.0,8.0,-15,0.556,0.386,0.727,45.0,28.0,7.0,5.0,13.0,15
NOP,IND,2022-12-26,NOP,W,0.456,0.3,0.792,54.0,30.0,10.0,6.0,16.0,20,0.422,0.257,0.7,36.0,23.0,9.0,5.0,13.0,-20
DET,LAC,2022-12-26,LAC,L,0.44,0.471,0.794,45.0,32.0,10.0,4.0,18.0,-11,0.538,0.432,0.862,48.0,25.0,13.0,3.0,19.0,11
MIA,MIN,2022-12-26,MIA,W,0.461,0.265,0.75,40.0,27.0,9.0,3.0,10.0,3,0.544,0.441,0.643,44.0,31.0,4.0,3.0,22.0,-3
SAS,UTA,2022-12-26,SAS,W,0.552,0.333,0.706,41.0,27.0,11.0,8.0,14.0,4,0.402,0.302,0.838,45.0,20.0,10.0,3.0,12.0,-4
CLE,BKN,2022-12-26,BKN,L,0.476,0.361,0.867,33.0,21.0,8.0,3.0,12.0,-8,0.573,0.6,0.765,38.0,27.0,7.0,4.0,17.0,8
POR,CHA,2022-12-26,POR,W,0.5,0.368,0.857,50.0,28.0,8.0,9.0,15.0,11,0.398,0.333,0.76,45.0,25.0,8.0,3.0,13.0,-11
OKC,SAS,2022-12-27,OKC,W,0.535,0.542,0.806,45.0,25.0,10.0,10.0,14.0,16,0.465,0.345,0.857,41.0,20.0,9.0,4.0,15.0,-16
TOR,LAC,2022-12-27,LAC,L,0.512,0.261,0.808,39.0,24.0,6.0,4.0,12.0,-11,0.484,0.395,0.826,47.0,27.0,8.0,3.0,11.0,11
IND,ATL,2022-12-27,IND,W,0.511,0.371,0.815,49.0,28.0,3.0,2.0,13.0,15,0.449,0.4,0.759,42.0,26.0,4.0,3.0,9.0,-15
GSW,CHA,2022-12-27,GSW,W,0.432,0.216,0.833,49.0,31.0,3.0,2.0,14.0,5,0.413,0.263,0.76,47.0,22.0,6.0,7.0,14.0,-5
SAC,DEN,2022-12-27,DEN,L,0.488,0.286,0.842,39.0,20.0,8.0,2.0,16.0,-7,0.477,0.351,0.857,40.0,34.0,12.0,3.0,13.0,7
MEM,PHX,2022-12-27,PHX,L,0.396,0.267,0.824,40.0,18.0,9.0,6.0,15.0,-17,0.494,0.548,0.88,47.0,26.0,7.0,9.0,22.0,17
ORL,LAL,2022-12-27,LAL,L,0.5,0.357,0.64,37.0,25.0,8.0,5.0,11.0,-19,0.544,0.395,0.824,46.0,32.0,4.0,2.0,14.0,19
BOS,HOU,2022-12-27,BOS,W,0.473,0.357,0.87,49.0,32.0,8.0,5.0,11.0,24,0.4,0.311,0.857,49.0,24.0,5.0,2.0,15.0,-24
WAS,PHI,2022-12-27,WAS,W,0.459,0.333,0.871,39.0,18.0,7.0,8.0,18.0,5,0.464,0.194,0.871,39.0,21.0,8.0,10.0,16.0,-5
DAL,NYK,2022-12-27,DAL,W,0.489,0.283,0.758,47.0,20.0,4.0,5.0,9.0,5,0.437,0.32,0.625,55.0,27.0,5.0,0.0,10.0,-5
MIA,LAL,2022-12-28,MIA,W,0.478,0.314,0.813,37.0,20.0,14.0,4.0,6.0,14,0.481,0.361,0.733,44.0,25.0,2.0,4.0,26.0,-14
GSW,UTA,2022-12-28,GSW,W,0.425,0.356,0.815,51.0,22.0,6.0,3.0,13.0,5,0.407,0.326,0.692,50.0,26.0,3.0,6.0,12.0,-5
WAS,PHX,2022-12-28,WAS,W,0.573,0.308,0.893,46.0,27.0,7.0,6.0,13.0,25,0.448,0.419,0.688,30.0,25.0,7.0,4.0,11.0,-25
DET,ORL,2022-12-28,DET,W,0.45,0.429,0.775,49.0,25.0,7.0,4.0,13.0,20,0.412,0.227,0.765,47.0,24.0,5.0,5.0,13.0,-20
NOP,MIN,2022-12-28,NOP,W,0.481,0.478,0.698,43.0,22.0,6.0,4.0,15.0,1,0.506,0.345,0.75,35.0,18.0,6.0,8.0,11.0,-1
CHI,MIL,2022-12-28,CHI,W,0.457,0.391,0.867,52.0,21.0,5.0,10.0,14.0,6,0.373,0.205,0.688,61.0,18.0,7.0,6.0,14.0,-6
SAC,DEN,2022-12-28,SAC,W,0.528,0.452,0.76,34.0,32.0,10.0,6.0,12.0,1,0.576,0.444,0.889,34.0,31.0,6.0,8.0,16.0,-1
ATL,BKN,2022-12-28,BKN,L,0.433,0.364,0.682,47.0,22.0,5.0,6.0,4.0,-1,0.506,0.385,0.824,47.0,22.0,0.0,13.0,12.0,1
CHA,OKC,2022-12-29,CHA,W,0.548,0.313,0.655,52.0,33.0,8.0,11.0,18.0,8,0.424,0.306,0.857,41.0,15.0,9.0,1.0,12.0,-8
IND,CLE,2022-12-29,IND,W,0.565,0.613,0.952,32.0,28.0,6.0,8.0,9.0,9,0.521,0.429,0.7,44.0,29.0,7.0,4.0,11.0,-9
TOR,MEM,2022-12-29,MEM,L,0.406,0.357,0.75,47.0,21.0,11.0,7.0,8.0,-13,0.505,0.448,0.714,53.0,37.0,4.0,4.0,16.0,13
BOS,LAC,2022-12-29,BOS,W,0.484,0.282,0.773,49.0,22.0,3.0,7.0,12.0,6,0.483,0.385,0.643,41.0,26.0,4.0,4.0,13.0,-6
SAS,NYK,2022-12-29,SAS,W,0.511,0.393,0.724,48.0,25.0,5.0,7.0,13.0,7,0.422,0.366,0.774,38.0,20.0,7.0,2.0,13.0,-7
DAL,HOU,2022-12-29,DAL,W,0.516,0.4,0.68,44.0,30.0,7.0,8.0,9.0,15,0.442,0.353,0.703,48.0,21.0,5.0,0.0,13.0,-15
ORL,WAS,2022-12-30,WAS,L,0.42,0.185,0.688,35.0,24.0,8.0,2.0,11.0,-19,0.56,0.429,0.8,53.0,33.0,4.0,10.0,26.0,19
NOP,PHI,2022-12-30,NOP,W,0.538,0.484,0.722,36.0,19.0,14.0,3.0,14.0,11,0.56,0.412,0.818,29.0,28.0,5.0,7.0,19.0,-11
GSW,POR,2022-12-30,GSW,W,0.462,0.395,0.81,46.0,29.0,9.0,2.0,13.0,6,0.462,0.308,0.696,49.0,22.0,2.0,4.0,16.0,-6
CHI,DET,2022-12-30,CHI,W,0.576,0.444,0.933,38.0,21.0,10.0,4.0,14.0,14,0.477,0.436,0.792,35.0,28.0,8.0,1.0,16.0,-14
DEN,MIA,2022-12-30,DEN,W,0.592,0.607,0.773,36.0,34.0,6.0,1.0,20.0,5,0.448,0.4,0.9,36.0,21.0,13.0,4.0,15.0,-5
SAC,UTA,2022-12-30,SAC,W,0.556,0.4,0.737,38.0,32.0,5.0,3.0,15.0,1,0.548,0.25,0.833,37.0,30.0,7.0,2.0,13.0,-1
MIL,MIN,2022-12-30,MIL,W,0.462,0.359,0.697,68.0,25.0,5.0,8.0,21.0,9,0.435,0.267,0.765,36.0,18.0,10.0,5.0,8.0,-9
TOR,PHX,2022-12-30,TOR,W,0.494,0.333,0.846,31.0,20.0,15.0,3.0,12.0,9,0.493,0.467,0.87,42.0,26.0,7.0,1.0,27.0,-9
ATL,LAL,2022-12-30,LAL,L,0.475,0.289,0.7,41.0,22.0,6.0,5.0,10.0,-9,0.542,0.313,0.889,55.0,34.0,7.0,6.0,16.0,9
SAS,DAL,2022-12-31,DAL,L,0.553,0.421,0.719,48.0,28.0,1.0,0.0,13.0,-1,0.581,0.412,0.571,26.0,21.0,5.0,3.0,5.0,1
CHI,CLE,2022-12-31,CLE,L,0.481,0.333,0.708,40.0,14.0,15.0,6.0,15.0,-1,0.459,0.342,0.632,50.0,20.0,9.0,5.0,21.0,1
UTA,MIA,2022-12-31,MIA,L,0.432,0.425,0.818,49.0,23.0,6.0,3.0,16.0,-3,0.506,0.333,0.767,37.0,32.0,10.0,1.0,12.0,3
HOU,NYK,2022-12-31,NYK,L,0.377,0.304,0.696,52.0,20.0,4.0,6.0,25.0,-20,0.389,0.294,0.719,46.0,20.0,10.0,5.0,10.0,20
OKC,PHI,2022-12-31,PHI,L,0.38,0.333,0.636,50.0,16.0,7.0,6.0,16.0,-19,0.465,0.324,0.706,56.0,29.0,7.0,9.0,13.0,19
MIN,DET,2022-12-31,DET,L,0.434,0.294,0.846,39.0,17.0,6.0,5.0,15.0,-12,0.483,0.37,0.714,52.0,21.0,6.0,6.0,14.0,12
MEM,NOP,2022-12-31,MEM,W,0.511,0.172,0.773,52.0,26.0,14.0,11.0,19.0,15,0.352,0.267,0.806,46.0,16.0,6.0,4.0,20.0,-15
CHA,BKN,2022-12-31,BKN,L,0.396,0.268,0.905,45.0,28.0,7.0,2.0,12.0,-17,0.6,0.382,0.737,42.0,26.0,7.0,6.0,14.0,17
IND,LAC,2022-12-31,IND,W,0.523,0.368,0.862,36.0,28.0,10.0,4.0,12.0,1,0.538,0.471,0.966,39.0,23.0,7.0,6.0,16.0,-1
MEM,SAC,2023-01-01,MEM,W,0.46,0.313,0.667,57.0,25.0,11.0,8.0,12.0,10,0.406,0.349,1.0,47.0,24.0,7.0,4.0,16.0,-10
MIL,WAS,2023-01-01,WAS,L,0.354,0.265,0.933,44.0,22.0,11.0,3.0,16.0,-23,0.532,0.259,0.688,54.0,29.0,9.0,6.0,18.0,23
DEN,BOS,2023-01-01,DEN,W,0.57,0.567,0.889,35.0,31.0,5.0,4.0,17.0,12,0.46,0.273,0.815,41.0,30.0,8.0,3.0,13.0,-12
BKN,SAS,2023-01-02,BKN,W,0.624,0.55,0.8,45.0,31.0,13.0,7.0,13.0,36,0.433,0.258,0.611,43.0,26.0,5.0,4.0,18.0,-36
HOU,DAL,2023-01-02,DAL,L,0.463,0.31,0.724,46.0,21.0,4.0,4.0,10.0,-5,0.42,0.302,0.882,41.0,19.0,8.0,6.0,8.0,5
LAC,MIA,2023-01-02,MIA,L,0.433,0.414,0.882,34.0,19.0,7.0,1.0,15.0,-10,0.459,0.333,0.833,48.0,22.0,7.0,2.0,11.0,10
PHI,NOP,2023-01-02,PHI,W,0.477,0.429,0.821,35.0,26.0,9.0,6.0,10.0,9,0.5,0.379,0.8,49.0,26.0,3.0,6.0,17.0,-9
CHA,LAL,2023-01-02,LAL,L,0.452,0.344,0.69,47.0,24.0,8.0,7.0,14.0,-6,0.484,0.333,0.7,53.0,26.0,6.0,5.0,15.0,6
CLE,CHI,2023-01-02,CLE,W,0.522,0.348,0.733,47.0,27.0,1.0,3.0,10.0,11,0.495,0.303,0.882,42.0,22.0,8.0,2.0,7.0,-11
NYK,PHX,2023-01-02,NYK,W,0.486,0.394,0.68,45.0,26.0,1.0,2.0,8.0,19,0.391,0.27,0.714,36.0,22.0,4.0,0.0,8.0,-19
POR,DET,2023-01-02,POR,W,0.571,0.452,0.714,44.0,29.0,16.0,6.0,18.0,29,0.415,0.333,0.78,45.0,16.0,8.0,4.0,21.0,-29
MIN,DEN,2023-01-02,MIN,W,0.517,0.361,0.778,41.0,29.0,7.0,4.0,12.0,13,0.462,0.379,0.8,45.0,27.0,8.0,1.0,15.0,-13
GSW,ATL,2023-01-02,GSW,W,0.446,0.322,0.667,69.0,34.0,9.0,6.0,19.0,2,0.486,0.314,0.828,53.0,30.0,9.0,10.0,13.0,-2
IND,TOR,2023-01-02,IND,W,0.484,0.37,0.846,50.0,24.0,4.0,2.0,13.0,8,0.451,0.333,0.783,36.0,26.0,5.0,11.0,11.0,-8
OKC,BOS,2023-01-03,OKC,W,0.592,0.5,0.636,44.0,31.0,14.0,3.0,13.0,33,0.455,0.3,0.806,38.0,29.0,4.0,7.0,17.0,-33
MIL,WAS,2023-01-03,MIL,W,0.48,0.275,0.941,49.0,27.0,8.0,6.0,12.0,10,0.433,0.296,0.913,46.0,27.0,9.0,4.0,10.0,-10
UTA,SAC,2023-01-03,SAC,L,0.432,0.295,0.897,44.0,21.0,9.0,3.0,16.0,-2,0.535,0.281,0.889,40.0,23.0,7.0,4.0,18.0,2
ORL,OKC,2023-01-04,ORL,W,0.519,0.394,0.806,49.0,26.0,6.0,5.0,17.0,11,0.404,0.405,0.903,33.0,23.0,9.0,3.0,9.0,-11
CLE,PHX,2023-01-04,CLE,W,0.39,0.306,0.826,46.0,15.0,9.0,4.0,15.0,2,0.395,0.357,0.778,49.0,24.0,8.0,3.0,15.0,-2
PHI,IND,2023-01-04,PHI,W,0.49,0.389,0.864,46.0,24.0,4.0,7.0,11.0,3,0.474,0.361,0.885,45.0,31.0,7.0,8.0,13.0,-3
LAL,MIA,2023-01-04,LAL,W,0.494,0.296,0.8,42.0,20.0,10.0,4.0,17.0,3,0.453,0.276,0.714,43.0,24.0,9.0,4.0,13.0,-3
GSW,DET,2023-01-04,DET,L,0.517,0.375,0.933,40.0,31.0,3.0,4.0,14.0,-3,0.489,0.444,0.696,41.0,29.0,9.0,1.0,10.0,3
SAC,ATL,2023-01-04,ATL,L,0.466,0.4,0.926,42.0,26.0,9.0,3.0,11.0,-3,0.536,0.333,0.909,44.0,21.0,9.0,4.0,16.0,3
MIN,POR,2023-01-04,MIN,W,0.513,0.375,0.722,33.0,25.0,8.0,6.0,15.0,7,0.44,0.31,0.738,39.0,18.0,8.0,7.0,18.0,-7
CHI,BKN,2023-01-04,CHI,W,0.531,0.4,0.931,46.0,21.0,7.0,7.0,17.0,9,0.462,0.324,0.762,34.0,24.0,9.0,7.0,11.0,-9
CHA,MEM,2023-01-04,MEM,L,0.404,0.289,0.833,44.0,25.0,11.0,8.0,12.0,-24,0.5,0.3,0.757,59.0,28.0,10.0,8.0,14.0,24
TOR,MIL,2023-01-04,MIL,L,0.328,0.196,0.8,47.0,22.0,10.0,4.0,9.0,-3,0.398,0.333,0.7,73.0,26.0,4.0,4.0,28.0,3
NOP,HOU,2023-01-04,NOP,W,0.461,0.368,0.885,51.0,25.0,6.0,6.0,15.0,11,0.443,0.316,0.667,43.0,25.0,10.0,4.0,13.0,-11
NYK,SAS,2023-01-04,NYK,W,0.479,0.323,0.654,47.0,16.0,7.0,6.0,14.0,3,0.5,0.393,0.808,38.0,25.0,5.0,3.0,17.0,-3
HOU,UTA,2023-01-05,UTA,L,0.413,0.357,0.885,49.0,19.0,4.0,3.0,15.0,-17,0.495,0.396,0.952,42.0,33.0,10.0,5.0,8.0,17
DEN,LAC,2023-01-05,DEN,W,0.506,0.389,0.857,57.0,28.0,6.0,5.0,12.0,31,0.374,0.135,0.72,41.0,24.0,7.0,3.0,8.0,-31
ORL,MEM,2023-01-05,MEM,L,0.464,0.306,0.867,39.0,23.0,6.0,3.0,11.0,-8,0.522,0.333,0.652,49.0,24.0,5.0,3.0,13.0,8
DAL,BOS,2023-01-05,BOS,L,0.378,0.219,0.8,42.0,15.0,4.0,3.0,11.0,-29,0.488,0.372,0.839,52.0,29.0,6.0,8.0,11.0,29
SAS,DET,2023-01-06,SAS,W,0.556,0.375,0.846,44.0,27.0,8.0,4.0,18.0,12,0.473,0.355,0.588,37.0,23.0,11.0,0.0,16.0,-12
LAL,ATL,2023-01-06,LAL,W,0.548,0.457,0.75,51.0,33.0,6.0,5.0,18.0,16,0.458,0.29,0.773,39.0,24.0,8.0,5.0,12.0,-16
NOP,BKN,2023-01-06,BKN,L,0.398,0.414,0.8,51.0,16.0,7.0,4.0,16.0,-6,0.435,0.455,0.95,43.0,26.0,8.0,12.0,13.0,6
IND,POR,2023-01-06,IND,W,0.452,0.28,0.893,41.0,22.0,11.0,6.0,14.0,9,0.404,0.273,0.824,52.0,30.0,5.0,1.0,18.0,-9
TOR,NYK,2023-01-06,NYK,L,0.422,0.345,0.8,46.0,22.0,7.0,3.0,7.0,-4,0.47,0.432,0.692,51.0,19.0,3.0,4.0,13.0,4
MIL,CHA,2023-01-06,CHA,L,0.44,0.417,0.625,45.0,22.0,5.0,4.0,17.0,-29,0.52,0.417,0.632,49.0,32.0,11.0,3.0,5.0,29
OKC,WAS,2023-01-06,OKC,W,0.51,0.459,0.714,41.0,30.0,9.0,6.0,10.0,17,0.481,0.292,0.75,46.0,21.0,6.0,2.0,20.0,-17
DEN,CLE,2023-01-06,DEN,W,0.531,0.486,0.783,49.0,28.0,5.0,4.0,14.0,13,0.455,0.385,0.563,40.0,30.0,7.0,5.0,7.0,-13
MIN,LAC,2023-01-06,MIN,W,0.568,0.371,0.793,45.0,28.0,4.0,7.0,20.0,13,0.44,0.36,0.667,40.0,22.0,13.0,3.0,10.0,-13
PHX,MIA,2023-01-06,MIA,L,0.415,0.261,0.88,44.0,22.0,5.0,2.0,14.0,-8,0.423,0.316,0.839,37.0,19.0,10.0,3.0,13.0,8
PHI,CHI,2023-01-06,CHI,L,0.435,0.439,0.778,38.0,28.0,6.0,3.0,7.0,-14,0.571,0.588,0.588,45.0,33.0,3.0,4.0,12.0,14
CHI,UTA,2023-01-07,CHI,W,0.53,0.464,0.781,44.0,22.0,4.0,4.0,10.0,8,0.495,0.293,0.778,39.0,36.0,6.0,2.0,10.0,-8
SAS,BOS,2023-01-07,BOS,L,0.49,0.28,0.786,51.0,25.0,6.0,3.0,13.0,-5,0.495,0.441,0.667,43.0,30.0,6.0,10.0,14.0,5
SAC,LAL,2023-01-07,LAL,L,0.523,0.438,0.811,34.0,25.0,5.0,4.0,14.0,-2,0.61,0.429,0.818,38.0,26.0,4.0,3.0,17.0,2
GSW,ORL,2023-01-07,ORL,L,0.375,0.31,0.81,49.0,26.0,7.0,1.0,16.0,-14,0.506,0.406,0.583,44.0,26.0,12.0,2.0,11.0,14
DAL,NOP,2023-01-07,DAL,W,0.568,0.448,0.789,39.0,23.0,5.0,7.0,17.0,10,0.479,0.172,0.629,44.0,26.0,14.0,4.0,13.0,-10
HOU,MIN,2023-01-08,MIN,L,0.427,0.306,0.6,41.0,26.0,8.0,7.0,20.0,-8,0.475,0.357,0.818,44.0,23.0,8.0,4.0,19.0,8
MIA,BKN,2023-01-08,BKN,L,0.413,0.371,0.706,41.0,22.0,8.0,4.0,12.0,-1,0.513,0.364,0.8,40.0,22.0,8.0,8.0,19.0,1
DET,PHI,2023-01-08,PHI,L,0.506,0.348,0.833,43.0,25.0,9.0,2.0,23.0,-12,0.489,0.297,0.87,44.0,24.0,12.0,5.0,14.0,12
OKC,DAL,2023-01-08,OKC,W,0.484,0.429,0.8,48.0,27.0,5.0,8.0,8.0,11,0.425,0.359,0.786,39.0,21.0,3.0,1.0,13.0,-11
PHX,CLE,2023-01-08,CLE,L,0.44,0.538,0.909,36.0,22.0,7.0,2.0,16.0,-14,0.577,0.379,0.647,39.0,29.0,8.0,5.0,14.0,14
LAC,ATL,2023-01-08,ATL,L,0.389,0.333,0.774,59.0,25.0,6.0,5.0,11.0,-4,0.494,0.308,0.8,43.0,22.0,7.0,9.0,9.0,4
IND,CHA,2023-01-08,IND,W,0.437,0.342,0.818,41.0,27.0,14.0,7.0,16.0,5,0.432,0.333,0.889,49.0,25.0,8.0,4.0,18.0,-5
MEM,UTA,2023-01-08,MEM,W,0.451,0.395,0.727,39.0,28.0,16.0,7.0,10.0,5,0.511,0.313,0.818,46.0,29.0,7.0,9.0,21.0,-5
TOR,POR,2023-01-08,TOR,W,0.44,0.387,0.862,41.0,26.0,12.0,8.0,10.0,12,0.447,0.3,0.757,42.0,19.0,5.0,4.0,24.0,-12
MEM,SAS,2023-01-09,MEM,W,0.495,0.423,0.571,50.0,26.0,9.0,7.0,14.0,8,0.454,0.344,0.875,42.0,28.0,8.0,1.0,14.0,-8
DEN,LAL,2023-01-09,DEN,W,0.465,0.357,0.882,55.0,29.0,7.0,11.0,17.0,13,0.441,0.286,0.76,44.0,20.0,12.0,2.0,14.0,-13
WAS,NOP,2023-01-09,NOP,L,0.512,0.412,0.778,37.0,26.0,5.0,1.0,20.0,-20,0.527,0.385,0.774,44.0,24.0,9.0,5.0,10.0,20
NYK,MIL,2023-01-09,MIL,L,0.38,0.268,0.909,48.0,16.0,8.0,1.0,7.0,-4,0.438,0.388,0.778,48.0,27.0,3.0,5.0,14.0,4
