Home Team,Away Team,Game Date,Winner,Home Win/Loss,fg_pct_home,fg3_pct_home,ft_pct_home,reb_home,ast_home,stl_home,blk_home,tov_home,plus_minus_home,fg_pct_away,fg3_pct_away,ft_pct_away,reb_away,ast_away,stl_away,blk_away,tov_away,plus_minus_away
CHA,WAS,2022-11-07,WAS,L,0.416,0.156,0.688,45.0,27.0,8.0,7.0,11.0,-8,0.525,0.263,0.633,47.0,21.0,2.0,6.0,15.0,8
SAS,DEN,2022-11-07,DEN,L,0.524,0.364,0.611,38.0,31.0,14.0,5.0,24.0,-6,0.534,0.333,0.65,40.0,33.0,14.0,7.0,22.0,6
UTA,LAL,2022-11-07,UTA,W,0.558,0.421,0.773,41.0,30.0,10.0,7.0,15.0,23,0.488,0.375,0.9,33.0,15.0,7.0,5.0,16.0,-23
ORL,HOU,2022-11-07,HOU,L,0.549,0.48,0.806,37.0,27.0,7.0,4.0,20.0,-7,0.529,0.5,0.72,40.0,31.0,9.0,6.0,22.0,7
MEM,BOS,2022-11-07,BOS,L,0.451,0.341,0.643,45.0,27.0,4.0,4.0,11.0,-3,0.463,0.324,0.75,45.0,26.0,5.0,6.0,15.0,3
ATL,MIL,2022-11-07,ATL,W,0.465,0.379,0.824,48.0,23.0,11.0,3.0,12.0,19,0.414,0.325,0.813,41.0,21.0,5.0,9.0,19.0,-19
CHI,TOR,2022-11-07,CHI,W,0.525,0.321,0.818,49.0,30.0,7.0,7.0,22.0,14,0.424,0.321,0.727,31.0,24.0,10.0,7.0,15.0,-14
DET,OKC,2022-11-07,DET,W,0.419,0.273,0.758,58.0,20.0,6.0,9.0,16.0,9,0.402,0.303,0.647,46.0,23.0,9.0,11.0,10.0,-9
LAC,CLE,2022-11-07,LAC,W,0.506,0.447,0.786,31.0,19.0,8.0,2.0,9.0,2,0.518,0.485,0.714,48.0,29.0,6.0,2.0,17.0,-2
MIN,NYK,2022-11-07,NYK,L,0.469,0.268,0.833,39.0,28.0,7.0,8.0,18.0,-13,0.438,0.396,0.92,43.0,26.0,13.0,2.0,19.0,13
IND,NOP,2022-11-07,IND,W,0.5,0.458,0.913,45.0,33.0,6.0,8.0,17.0,7,0.495,0.412,0.706,43.0,32.0,7.0,4.0,10.0,-7
DAL,BKN,2022-11-07,DAL,W,0.444,0.429,0.833,41.0,18.0,7.0,3.0,22.0,2,0.438,0.345,0.737,34.0,22.0,13.0,5.0,14.0,-2
CHI,NOP,2022-11-09,NOP,L,0.506,0.259,0.889,35.0,23.0,5.0,8.0,15.0,-4,0.5,0.158,0.778,50.0,20.0,8.0,5.0,16.0,4
ATL,UTA,2022-11-09,UTA,L,0.468,0.286,0.818,54.0,24.0,5.0,5.0,11.0,-6,0.468,0.436,0.833,47.0,27.0,5.0,6.0,13.0,6
LAC,LAL,2022-11-09,LAC,W,0.506,0.364,0.769,41.0,24.0,10.0,7.0,15.0,13,0.455,0.313,0.647,43.0,26.0,7.0,2.0,16.0,-13
ORL,DAL,2022-11-09,ORL,W,0.493,0.381,0.667,49.0,20.0,1.0,6.0,19.0,7,0.376,0.262,0.632,29.0,17.0,14.0,4.0,6.0,-7
SAC,CLE,2022-11-09,SAC,W,0.526,0.436,0.857,24.0,30.0,12.0,4.0,9.0,7,0.535,0.423,0.85,42.0,24.0,4.0,1.0,18.0,-7
CHA,POR,2022-11-09,POR,L,0.374,0.25,0.708,42.0,21.0,10.0,3.0,11.0,-10,0.533,0.324,0.56,45.0,28.0,5.0,4.0,18.0,10
OKC,MIL,2022-11-09,MIL,L,0.45,0.4,0.737,55.0,24.0,9.0,9.0,13.0,-4,0.472,0.472,0.864,55.0,27.0,8.0,7.0,17.0,4
SAS,MEM,2022-11-09,MEM,L,0.48,0.324,0.696,39.0,30.0,8.0,2.0,12.0,-2,0.51,0.438,0.769,53.0,24.0,4.0,2.0,20.0,2
MIN,PHX,2022-11-09,PHX,L,0.526,0.333,0.813,38.0,26.0,4.0,6.0,19.0,-12,0.485,0.457,0.95,36.0,31.0,10.0,3.0,11.0,12
BOS,DET,2022-11-09,BOS,W,0.534,0.391,0.762,43.0,31.0,5.0,4.0,13.0,16,0.416,0.212,0.775,48.0,15.0,7.0,3.0,10.0,-16
TOR,HOU,2022-11-09,TOR,W,0.412,0.341,0.85,50.0,19.0,12.0,9.0,13.0,7,0.44,0.257,0.839,49.0,29.0,9.0,7.0,16.0,-7
IND,DEN,2022-11-09,DEN,L,0.469,0.333,0.789,44.0,28.0,9.0,5.0,18.0,-3,0.489,0.429,0.923,47.0,27.0,10.0,7.0,22.0,3
BKN,NYK,2022-11-09,BKN,W,0.483,0.412,0.7,55.0,30.0,11.0,5.0,15.0,27,0.322,0.279,0.654,46.0,21.0,5.0,4.0,15.0,-27
WAS,DAL,2022-11-10,WAS,W,0.488,0.4,0.95,52.0,25.0,5.0,5.0,17.0,8,0.43,0.383,0.619,41.0,19.0,9.0,1.0,13.0,-8
ATL,PHI,2022-11-10,ATL,W,0.443,0.231,0.87,54.0,19.0,8.0,2.0,18.0,9,0.386,0.2,0.833,45.0,15.0,10.0,5.0,17.0,-9
NOP,POR,2022-11-10,POR,L,0.418,0.357,0.792,45.0,19.0,3.0,5.0,17.0,-11,0.435,0.353,0.769,46.0,25.0,8.0,2.0,9.0,11
MIA,CHA,2022-11-10,MIA,W,0.433,0.278,0.806,38.0,21.0,9.0,1.0,11.0,5,0.489,0.359,0.6,50.0,23.0,4.0,2.0,21.0,-5
LAL,SAC,2022-11-11,SAC,L,0.477,0.4,0.769,41.0,22.0,11.0,5.0,14.0,-6,0.517,0.333,0.857,40.0,27.0,10.0,4.0,15.0,6
MEM,MIN,2022-11-11,MEM,W,0.5,0.212,0.704,46.0,25.0,8.0,3.0,14.0,11,0.468,0.333,0.864,33.0,29.0,10.0,4.0,15.0,-11
NYK,DET,2022-11-11,NYK,W,0.447,0.25,0.931,47.0,23.0,7.0,3.0,11.0,9,0.463,0.226,0.756,43.0,22.0,6.0,6.0,15.0,-9
BOS,DEN,2022-11-11,BOS,W,0.556,0.432,0.75,46.0,30.0,3.0,5.0,7.0,19,0.457,0.414,0.8,38.0,26.0,3.0,1.0,6.0,-19
OKC,TOR,2022-11-11,OKC,W,0.559,0.417,0.765,44.0,31.0,10.0,6.0,19.0,19,0.432,0.367,0.722,39.0,20.0,13.0,4.0,16.0,-19
ORL,PHX,2022-11-11,ORL,W,0.524,0.455,0.867,50.0,23.0,2.0,4.0,15.0,17,0.4,0.31,0.889,38.0,22.0,7.0,4.0,11.0,-17
GSW,CLE,2022-11-11,GSW,W,0.488,0.417,0.786,44.0,29.0,5.0,3.0,15.0,5,0.402,0.267,0.731,46.0,25.0,6.0,3.0,13.0,-5
SAS,MIL,2022-11-11,SAS,W,0.506,0.387,0.867,50.0,22.0,3.0,13.0,19.0,18,0.327,0.279,0.739,48.0,22.0,7.0,5.0,17.0,-18
LAC,BKN,2022-11-12,BKN,L,0.4,0.355,0.8,46.0,22.0,4.0,6.0,18.0,-15,0.482,0.457,0.667,41.0,27.0,9.0,6.0,13.0,15
MIA,CHA,2022-11-12,MIA,W,0.527,0.39,0.857,46.0,32.0,7.0,5.0,12.0,17,0.511,0.29,0.875,37.0,25.0,4.0,3.0,12.0,-17
PHI,ATL,2022-11-12,PHI,W,0.55,0.333,0.806,31.0,24.0,10.0,5.0,12.0,12,0.449,0.25,0.852,43.0,20.0,4.0,2.0,19.0,-12
DAL,POR,2022-11-12,DAL,W,0.506,0.326,0.808,40.0,26.0,8.0,2.0,11.0,5,0.45,0.419,0.771,44.0,20.0,6.0,2.0,12.0,-5
IND,TOR,2022-11-12,IND,W,0.5,0.442,0.739,51.0,33.0,4.0,6.0,21.0,14,0.394,0.2,0.793,43.0,14.0,12.0,8.0,12.0,-14
DET,BOS,2022-11-12,BOS,L,0.416,0.421,0.857,50.0,23.0,4.0,3.0,14.0,-9,0.429,0.375,0.875,42.0,27.0,6.0,4.0,7.0,9
NOP,HOU,2022-11-12,NOP,W,0.488,0.276,0.871,36.0,28.0,13.0,1.0,12.0,13,0.506,0.333,0.778,43.0,24.0,7.0,4.0,26.0,-13
WAS,UTA,2022-11-12,WAS,W,0.5,0.444,0.85,46.0,27.0,6.0,8.0,9.0,9,0.468,0.35,0.909,42.0,33.0,4.0,3.0,12.0,-9
SAC,GSW,2022-11-13,SAC,W,0.516,0.432,0.632,45.0,31.0,8.0,2.0,16.0,7,0.467,0.34,0.938,43.0,27.0,5.0,5.0,18.0,-7
CHI,DEN,2022-11-13,DEN,L,0.494,0.273,0.81,36.0,24.0,9.0,4.0,19.0,-23,0.6,0.481,0.81,36.0,33.0,11.0,3.0,16.0,23
CLE,MIN,2022-11-13,MIN,L,0.449,0.5,0.692,40.0,22.0,6.0,1.0,10.0,-5,0.561,0.5,0.735,47.0,30.0,5.0,4.0,13.0,5
LAL,BKN,2022-11-13,LAL,W,0.484,0.407,0.85,45.0,25.0,3.0,2.0,9.0,13,0.45,0.259,0.774,41.0,22.0,5.0,5.0,13.0,-13
NYK,OKC,2022-11-13,OKC,L,0.495,0.323,0.879,35.0,25.0,13.0,2.0,13.0,-10,0.625,0.548,0.9,38.0,31.0,9.0,5.0,19.0,10
PHI,UTA,2022-11-13,PHI,W,0.482,0.174,0.808,39.0,21.0,12.0,14.0,12.0,7,0.394,0.297,0.565,50.0,23.0,3.0,4.0,18.0,-7
WAS,MEM,2022-11-13,WAS,W,0.419,0.475,0.524,47.0,26.0,9.0,6.0,15.0,10,0.396,0.321,0.7,51.0,21.0,7.0,6.0,17.0,-10
HOU,LAC,2022-11-14,LAC,L,0.453,0.3,0.613,40.0,20.0,11.0,3.0,14.0,-16,0.506,0.368,0.788,44.0,25.0,6.0,4.0,17.0,16
ORL,CHA,2022-11-14,CHA,L,0.409,0.389,0.826,48.0,23.0,3.0,7.0,22.0,-7,0.477,0.2,0.875,37.0,22.0,15.0,7.0,13.0,7
GSW,SAS,2022-11-14,GSW,W,0.534,0.511,0.938,40.0,35.0,9.0,3.0,13.0,37,0.36,0.25,0.684,53.0,18.0,6.0,6.0,19.0,-37
BOS,OKC,2022-11-14,BOS,W,0.479,0.27,0.828,46.0,25.0,15.0,7.0,14.0,4,0.48,0.367,0.81,51.0,21.0,4.0,6.0,20.0,-4
DET,TOR,2022-11-14,TOR,L,0.455,0.323,0.721,39.0,23.0,8.0,2.0,19.0,-4,0.488,0.296,0.964,42.0,27.0,7.0,8.0,17.0,4
MIA,PHX,2022-11-14,MIA,W,0.458,0.455,0.88,42.0,23.0,6.0,4.0,15.0,1,0.485,0.389,0.5,45.0,22.0,9.0,4.0,14.0,-1
MIL,ATL,2022-11-14,ATL,L,0.415,0.207,0.78,46.0,21.0,4.0,3.0,17.0,-15,0.478,0.35,0.867,45.0,23.0,4.0,4.0,9.0,15
POR,SAS,2022-11-15,POR,W,0.519,0.469,0.769,39.0,22.0,6.0,3.0,17.0,7,0.518,0.31,0.765,38.0,34.0,7.0,5.0,19.0,-7
NOP,MEM,2022-11-15,NOP,W,0.473,0.474,0.75,43.0,31.0,2.0,8.0,10.0,11,0.413,0.257,0.68,51.0,16.0,6.0,8.0,11.0,-11
DAL,LAC,2022-11-15,DAL,W,0.438,0.395,0.667,34.0,20.0,12.0,1.0,12.0,2,0.531,0.429,0.808,40.0,23.0,8.0,2.0,21.0,-2
SAC,BKN,2022-11-15,SAC,W,0.596,0.488,0.84,43.0,39.0,9.0,4.0,17.0,32,0.494,0.393,0.909,29.0,25.0,5.0,3.0,17.0,-32
UTA,NYK,2022-11-15,NYK,L,0.434,0.326,0.833,49.0,29.0,7.0,5.0,21.0,-7,0.473,0.344,0.76,43.0,26.0,10.0,3.0,14.0,7
NOP,CHI,2022-11-16,NOP,W,0.506,0.515,0.875,46.0,30.0,4.0,6.0,15.0,14,0.494,0.344,0.647,37.0,25.0,2.0,1.0,12.0,-14
DAL,HOU,2022-11-16,HOU,L,0.304,0.218,0.947,38.0,21.0,9.0,2.0,6.0,-9,0.467,0.455,0.875,56.0,21.0,1.0,19.0,23.0,9
PHX,GSW,2022-11-16,PHX,W,0.512,0.525,0.84,47.0,33.0,5.0,8.0,16.0,11,0.457,0.429,1.0,40.0,30.0,5.0,3.0,17.0,-11
ATL,BOS,2022-11-16,BOS,L,0.416,0.219,0.769,45.0,21.0,5.0,5.0,9.0,-25,0.545,0.457,0.9,49.0,29.0,4.0,8.0,15.0,25
DEN,NYK,2022-11-16,NYK,L,0.439,0.368,0.85,42.0,18.0,3.0,5.0,15.0,-3,0.44,0.235,0.774,40.0,24.0,12.0,5.0,8.0,3
CHA,IND,2022-11-16,IND,L,0.457,0.364,0.833,44.0,29.0,8.0,4.0,18.0,-12,0.537,0.393,0.839,34.0,27.0,11.0,9.0,14.0,12
WAS,OKC,2022-11-16,OKC,L,0.512,0.5,0.882,41.0,32.0,8.0,5.0,19.0,-1,0.543,0.516,0.654,37.0,24.0,4.0,7.0,15.0,1
MIL,CLE,2022-11-16,MIL,W,0.477,0.41,0.556,52.0,26.0,5.0,6.0,14.0,15,0.429,0.429,0.824,34.0,22.0,7.0,7.0,8.0,-15
ORL,MIN,2022-11-16,MIN,L,0.452,0.257,0.882,47.0,21.0,6.0,5.0,16.0,-18,0.523,0.333,0.786,40.0,28.0,15.0,6.0,11.0,18
TOR,MIA,2022-11-16,TOR,W,0.512,0.269,0.773,42.0,23.0,5.0,3.0,14.0,8,0.545,0.371,0.864,23.0,19.0,5.0,4.0,23.0,-8
SAC,SAS,2022-11-17,SAC,W,0.578,0.4,0.917,37.0,28.0,7.0,1.0,12.0,18,0.548,0.423,0.75,32.0,29.0,8.0,6.0,19.0,-18
LAC,DET,2022-11-17,LAC,W,0.407,0.367,0.792,51.0,17.0,1.0,1.0,18.0,5,0.375,0.194,0.792,43.0,15.0,9.0,7.0,13.0,-5
POR,BKN,2022-11-17,BKN,L,0.387,0.361,0.815,39.0,22.0,9.0,5.0,10.0,-2,0.506,0.379,0.783,47.0,32.0,4.0,5.0,17.0,2
CLE,CHA,2022-11-18,CLE,W,0.533,0.286,0.813,50.0,25.0,8.0,8.0,20.0,10,0.4,0.318,0.833,53.0,24.0,11.0,6.0,16.0,-10
WAS,MIA,2022-11-18,WAS,W,0.427,0.326,0.714,54.0,33.0,6.0,4.0,16.0,1,0.357,0.256,0.781,53.0,23.0,6.0,4.0,10.0,-1
LAL,DET,2022-11-18,LAL,W,0.551,0.35,0.875,44.0,29.0,2.0,7.0,16.0,7,0.467,0.324,0.75,37.0,27.0,9.0,4.0,11.0,-7
GSW,NYK,2022-11-18,GSW,W,0.451,0.36,0.55,51.0,32.0,8.0,3.0,18.0,10,0.345,0.265,0.941,45.0,16.0,8.0,7.0,16.0,-10
UTA,PHX,2022-11-18,UTA,W,0.56,0.516,0.667,36.0,32.0,6.0,3.0,17.0,1,0.521,0.3,0.929,42.0,29.0,7.0,6.0,14.0,-1
DAL,DEN,2022-11-18,DAL,W,0.597,0.406,0.786,44.0,29.0,5.0,3.0,10.0,28,0.422,0.333,0.722,36.0,24.0,4.0,1.0,13.0,-28
PHI,MIL,2022-11-18,PHI,W,0.513,0.464,0.654,41.0,28.0,5.0,5.0,18.0,8,0.456,0.333,0.381,42.0,22.0,8.0,7.0,13.0,-8
CHI,ORL,2022-11-18,ORL,L,0.461,0.238,0.8,46.0,27.0,6.0,6.0,11.0,-1,0.494,0.429,0.909,41.0,25.0,4.0,7.0,16.0,1
MEM,OKC,2022-11-18,MEM,W,0.419,0.359,0.725,57.0,26.0,4.0,7.0,11.0,11,0.469,0.324,0.818,43.0,34.0,5.0,9.0,11.0,-11
NOP,BOS,2022-11-18,BOS,L,0.494,0.371,0.769,37.0,24.0,13.0,3.0,13.0,-8,0.482,0.435,0.882,46.0,28.0,6.0,3.0,17.0,8
HOU,IND,2022-11-18,IND,L,0.337,0.214,0.844,49.0,15.0,8.0,4.0,17.0,-8,0.402,0.293,0.778,45.0,25.0,8.0,10.0,15.0,8
ATL,TOR,2022-11-19,ATL,W,0.5,0.28,0.781,50.0,23.0,5.0,5.0,15.0,2,0.444,0.216,0.818,51.0,27.0,11.0,6.0,14.0,-2
IND,ORL,2022-11-19,IND,W,0.456,0.391,0.737,42.0,27.0,5.0,6.0,15.0,1,0.429,0.381,0.731,41.0,16.0,8.0,6.0,11.0,-1
PHI,MIN,2022-11-19,MIN,L,0.479,0.438,0.844,39.0,21.0,10.0,1.0,22.0,-3,0.471,0.333,0.833,43.0,28.0,9.0,2.0,20.0,3
POR,UTA,2022-11-19,UTA,L,0.47,0.31,0.815,43.0,27.0,11.0,8.0,18.0,-5,0.462,0.359,0.87,42.0,23.0,6.0,4.0,13.0,5
LAC,SAS,2022-11-19,LAC,W,0.543,0.525,0.526,35.0,32.0,9.0,1.0,13.0,22,0.414,0.269,0.857,43.0,22.0,4.0,2.0,15.0,-22
PHX,NYK,2022-11-20,PHX,W,0.426,0.436,0.722,60.0,35.0,3.0,8.0,13.0,21,0.4,0.28,0.8,39.0,20.0,4.0,7.0,11.0,-21
SAC,DET,2022-11-20,SAC,W,0.553,0.343,0.886,41.0,29.0,4.0,0.0,11.0,8,0.528,0.517,0.87,35.0,20.0,4.0,3.0,12.0,-8
LAL,SAS,2022-11-20,LAL,W,0.529,0.353,0.875,54.0,29.0,5.0,2.0,15.0,31,0.39,0.206,0.3,44.0,26.0,7.0,2.0,10.0,-31
CLE,MIA,2022-11-20,CLE,W,0.53,0.351,0.75,49.0,31.0,7.0,1.0,20.0,26,0.388,0.194,0.864,30.0,17.0,6.0,3.0,16.0,-26
WAS,CHA,2022-11-20,WAS,W,0.43,0.382,0.722,49.0,19.0,6.0,13.0,17.0,4,0.39,0.25,0.696,51.0,19.0,5.0,5.0,13.0,-4
HOU,GSW,2022-11-20,GSW,L,0.456,0.333,0.852,45.0,24.0,13.0,1.0,14.0,-7,0.535,0.511,0.733,40.0,38.0,8.0,5.0,17.0,7
BKN,MEM,2022-11-20,BKN,W,0.602,0.471,0.733,45.0,33.0,5.0,5.0,19.0,12,0.434,0.324,0.548,44.0,28.0,13.0,0.0,10.0,-12
DAL,DEN,2022-11-20,DEN,L,0.449,0.357,0.571,36.0,24.0,5.0,3.0,13.0,-1,0.474,0.333,0.789,44.0,22.0,10.0,5.0,16.0,1
CLE,ATL,2022-11-21,CLE,W,0.6,0.526,0.87,37.0,24.0,8.0,3.0,20.0,12,0.437,0.324,0.882,35.0,24.0,11.0,3.0,17.0,-12
IND,ORL,2022-11-21,IND,W,0.5,0.283,0.889,48.0,32.0,9.0,5.0,21.0,21,0.424,0.314,0.76,38.0,20.0,10.0,2.0,17.0,-21
NOP,GSW,2022-11-21,NOP,W,0.538,0.357,0.714,50.0,30.0,15.0,5.0,14.0,45,0.378,0.233,0.895,34.0,17.0,9.0,5.0,27.0,-45
MIN,MIA,2022-11-21,MIN,W,0.435,0.298,0.85,40.0,30.0,9.0,6.0,18.0,4,0.389,0.289,0.667,46.0,26.0,9.0,5.0,15.0,-4
OKC,NYK,2022-11-21,NYK,L,0.489,0.333,0.781,38.0,25.0,5.0,5.0,14.0,-10,0.526,0.324,0.8,48.0,21.0,10.0,2.0,15.0,10
MIL,POR,2022-11-21,MIL,W,0.547,0.321,0.64,42.0,31.0,12.0,8.0,14.0,8,0.473,0.276,0.789,40.0,19.0,5.0,3.0,16.0,-8
LAC,UTA,2022-11-21,LAC,W,0.516,0.375,0.947,41.0,26.0,6.0,6.0,16.0,7,0.449,0.316,0.917,45.0,22.0,8.0,5.0,17.0,-7
CHI,BOS,2022-11-21,CHI,W,0.517,0.483,0.75,51.0,26.0,10.0,1.0,15.0,14,0.437,0.38,0.706,38.0,28.0,3.0,4.0,15.0,-14
PHI,BKN,2022-11-22,PHI,W,0.434,0.5,0.813,49.0,19.0,9.0,4.0,10.0,9,0.55,0.321,0.692,35.0,31.0,5.0,13.0,15.0,-9
MEM,SAC,2022-11-22,SAC,L,0.451,0.267,0.633,49.0,26.0,12.0,10.0,18.0,-4,0.433,0.333,0.741,45.0,27.0,11.0,2.0,20.0,4
DEN,DET,2022-11-22,DET,L,0.5,0.263,0.654,42.0,28.0,7.0,8.0,18.0,-2,0.511,0.286,0.857,40.0,27.0,7.0,5.0,16.0,2
PHX,LAL,2022-11-22,PHX,W,0.471,0.471,0.6,49.0,23.0,8.0,7.0,15.0,10,0.424,0.182,0.829,45.0,19.0,8.0,7.0,17.0,-10
BOS,DAL,2022-11-23,BOS,W,0.536,0.5,0.857,38.0,29.0,4.0,4.0,12.0,13,0.537,0.355,0.619,35.0,20.0,4.0,3.0,14.0,-13
ATL,SAC,2022-11-23,ATL,W,0.446,0.367,0.957,47.0,23.0,9.0,6.0,13.0,9,0.461,0.29,0.714,48.0,27.0,6.0,2.0,19.0,-9
SAS,NOP,2022-11-23,NOP,L,0.482,0.294,0.643,37.0,31.0,11.0,1.0,20.0,-19,0.573,0.424,0.7,42.0,33.0,8.0,5.0,21.0,19
CLE,POR,2022-11-23,CLE,W,0.554,0.444,0.87,39.0,22.0,4.0,4.0,17.0,18,0.449,0.419,1.0,32.0,28.0,9.0,4.0,17.0,-18
MIL,CHI,2022-11-23,CHI,L,0.456,0.316,0.76,48.0,24.0,5.0,3.0,20.0,-5,0.494,0.429,0.778,35.0,30.0,9.0,12.0,13.0,5
CHA,PHI,2022-11-23,CHA,W,0.478,0.261,0.619,44.0,25.0,8.0,1.0,16.0,6,0.442,0.237,0.889,45.0,20.0,9.0,3.0,19.0,-6
TOR,BKN,2022-11-23,BKN,L,0.356,0.241,0.76,52.0,16.0,12.0,2.0,14.0,-14,0.549,0.447,0.714,39.0,32.0,10.0,11.0,21.0,14
IND,MIN,2022-11-23,MIN,L,0.385,0.364,0.688,30.0,25.0,16.0,5.0,13.0,-14,0.61,0.364,0.765,50.0,31.0,9.0,10.0,23.0,14
OKC,DEN,2022-11-23,DEN,L,0.433,0.45,0.857,39.0,26.0,6.0,7.0,10.0,-5,0.477,0.368,0.805,55.0,31.0,4.0,8.0,19.0,5
UTA,DET,2022-11-23,DET,L,0.494,0.439,0.842,38.0,31.0,4.0,7.0,16.0,-9,0.494,0.5,0.926,38.0,24.0,9.0,2.0,7.0,9
MIA,WAS,2022-11-23,MIA,W,0.419,0.39,0.864,53.0,20.0,7.0,5.0,13.0,8,0.472,0.263,0.579,43.0,27.0,7.0,5.0,14.0,-8
GSW,LAC,2022-11-23,GSW,W,0.495,0.373,0.692,45.0,36.0,11.0,5.0,13.0,17,0.453,0.379,0.667,43.0,22.0,5.0,2.0,17.0,-17
ORL,PHI,2022-11-25,PHI,L,0.425,0.257,0.815,35.0,20.0,7.0,6.0,14.0,-8,0.476,0.389,0.833,47.0,25.0,7.0,1.0,16.0,8
PHX,DET,2022-11-25,PHX,W,0.483,0.241,0.654,43.0,25.0,7.0,7.0,13.0,6,0.424,0.346,0.938,49.0,21.0,6.0,3.0,19.0,-6
OKC,CHI,2022-11-25,OKC,W,0.463,0.241,0.875,50.0,24.0,7.0,5.0,13.0,4,0.436,0.364,0.826,47.0,25.0,5.0,4.0,15.0,-4
GSW,UTA,2022-11-25,GSW,W,0.515,0.444,0.833,49.0,33.0,8.0,3.0,21.0,11,0.474,0.244,0.882,42.0,28.0,12.0,6.0,13.0,-11
MIL,CLE,2022-11-25,MIL,W,0.506,0.469,0.72,43.0,27.0,4.0,9.0,13.0,15,0.391,0.364,0.846,41.0,12.0,9.0,2.0,9.0,-15
MIA,WAS,2022-11-25,MIA,W,0.472,0.269,0.826,47.0,24.0,5.0,5.0,13.0,3,0.43,0.282,0.8,45.0,27.0,7.0,9.0,12.0,-3
BOS,SAC,2022-11-25,BOS,W,0.494,0.432,0.889,38.0,27.0,9.0,6.0,10.0,18,0.414,0.25,0.885,45.0,20.0,3.0,4.0,18.0,-18
CHA,MIN,2022-11-25,CHA,W,0.449,0.32,0.688,55.0,24.0,6.0,4.0,18.0,2,0.427,0.22,0.944,45.0,24.0,7.0,9.0,16.0,-2
NYK,POR,2022-11-25,POR,L,0.438,0.317,0.857,44.0,27.0,7.0,5.0,10.0,-3,0.494,0.313,0.745,48.0,24.0,3.0,3.0,13.0,3
SAS,LAL,2022-11-25,LAL,L,0.38,0.182,0.75,50.0,21.0,11.0,3.0,16.0,-11,0.482,0.296,0.85,49.0,28.0,12.0,5.0,22.0,11
IND,BKN,2022-11-25,IND,W,0.5,0.353,0.789,41.0,28.0,13.0,4.0,10.0,11,0.534,0.366,0.8,38.0,27.0,2.0,8.0,19.0,-11
LAC,DEN,2022-11-25,DEN,L,0.544,0.5,0.559,33.0,22.0,1.0,5.0,14.0,-10,0.494,0.333,0.696,37.0,27.0,9.0,5.0,6.0,10
HOU,ATL,2022-11-25,HOU,W,0.471,0.343,0.829,59.0,25.0,9.0,4.0,22.0,6,0.476,0.385,0.806,28.0,14.0,9.0,6.0,14.0,-6
MEM,NOP,2022-11-25,MEM,W,0.516,0.474,0.741,46.0,26.0,4.0,4.0,14.0,21,0.43,0.323,0.871,41.0,26.0,9.0,4.0,13.0,-21
TOR,DAL,2022-11-26,TOR,W,0.432,0.308,0.808,48.0,20.0,10.0,2.0,13.0,5,0.479,0.282,0.792,34.0,28.0,7.0,5.0,16.0,-5
PHX,UTA,2022-11-26,PHX,W,0.457,0.273,0.767,48.0,23.0,8.0,6.0,6.0,1,0.506,0.406,0.76,40.0,20.0,5.0,2.0,12.0,-1
SAS,LAL,2022-11-26,LAL,L,0.505,0.486,0.7,47.0,33.0,8.0,5.0,10.0,-5,0.58,0.515,0.865,39.0,25.0,4.0,7.0,17.0,5
HOU,OKC,2022-11-26,HOU,W,0.523,0.5,0.714,53.0,25.0,9.0,3.0,25.0,13,0.392,0.227,0.826,41.0,19.0,12.0,3.0,15.0,-13
MIN,GSW,2022-11-27,GSW,L,0.443,0.4,0.759,31.0,22.0,7.0,2.0,14.0,-23,0.575,0.426,0.85,47.0,36.0,7.0,6.0,16.0,23
DET,CLE,2022-11-27,CLE,L,0.456,0.286,0.538,36.0,14.0,9.0,6.0,16.0,-8,0.429,0.286,0.848,41.0,14.0,3.0,4.0,14.0,8
BKN,POR,2022-11-27,BKN,W,0.526,0.429,0.778,38.0,27.0,6.0,2.0,8.0,14,0.443,0.364,0.682,42.0,27.0,4.0,2.0,13.0,-14
LAC,IND,2022-11-27,LAC,W,0.447,0.188,0.75,62.0,33.0,7.0,4.0,18.0,14,0.383,0.214,0.826,39.0,23.0,14.0,4.0,13.0,-14
ATL,MIA,2022-11-27,MIA,L,0.398,0.278,0.947,42.0,24.0,6.0,3.0,12.0,-8,0.488,0.273,0.895,46.0,28.0,8.0,5.0,14.0,8
NYK,MEM,2022-11-27,MEM,L,0.506,0.333,0.833,42.0,30.0,3.0,7.0,8.0,-4,0.484,0.375,0.742,50.0,32.0,4.0,2.0,11.0,4
MIL,DAL,2022-11-27,MIL,W,0.558,0.459,0.733,40.0,28.0,8.0,5.0,14.0,9,0.513,0.415,0.64,32.0,23.0,6.0,2.0,13.0,-9
ORL,PHI,2022-11-27,PHI,L,0.456,0.3,0.76,26.0,21.0,9.0,4.0,16.0,-30,0.649,0.407,0.815,43.0,32.0,10.0,8.0,16.0,30
BOS,WAS,2022-11-27,BOS,W,0.55,0.471,1.0,38.0,25.0,2.0,5.0,14.0,9,0.537,0.25,0.788,29.0,23.0,8.0,1.0,4.0,-9
NOP,OKC,2022-11-28,NOP,W,0.448,0.281,0.9,49.0,21.0,12.0,8.0,22.0,4,0.37,0.316,0.913,47.0,16.0,11.0,4.0,19.0,-4
SAC,PHX,2022-11-28,PHX,L,0.523,0.36,0.889,37.0,32.0,9.0,7.0,16.0,-5,0.532,0.313,0.857,45.0,26.0,9.0,7.0,17.0,5
